path,true_type,verdict,anomaly_score,triaged_to_vlm,pred_type,type_correct,stage1_seconds,stage2_seconds,report,confidence,bbox,parse_ok,region_count,decision_policy,vlm_is_defect,vlm_confidence,vlm_disagrees,vlm_error
datasets/MVTecAD/bottle/test/broken_large/006.png,broken_large,defect,0.9740134477615356,True,,False,0.3510765999999421,36.19708360000004,"Detector flagged a defect. VLM disagrees; detector verdict retained. VLM opinion: The red box region shows normal liquid content with color gradients typical of a colored product (e.g., beverage), not contamination or structural damage. No foreign particles or breaks are visible.",,"[116, 362, 756, 798]",True,1,advisory,False,0.95,True,
datasets/MVTecAD/bottle/test/broken_large/007.png,broken_large,defect,0.9830731153488159,True,broken_large,True,0.3360047000001032,36.962293000000045,"Detector flagged a defect. VLM opinion: The bottle exhibits a visible fracture in the inner surface within the flagged region, indicating a manufacturing defect where the glass has broken along its edge.",,"[306, 253, 812, 844]",True,1,advisory,True,0.983,False,
datasets/MVTecAD/bottle/test/broken_large/008.png,broken_large,defect,0.9917078018188477,True,,False,0.27901169999995545,25.44844839999996,"Detector flagged a defect. VLM disagrees; detector verdict retained. VLM opinion: The flagged region shows only optical reflections from lighting on the glass surface, which are common in product photography and not indicative of a manufacturing defect. No foreign particles or structural damage is visible.",,"[165, 432, 475, 742]",True,1,advisory,False,0.95,True,
datasets/MVTecAD/bottle/test/broken_large/009.png,broken_large,defect,1.0,True,,False,0.3058068000000276,37.27853349999987,"Detector flagged a defect. VLM disagrees; detector verdict retained. VLM opinion: The flagged region shows a natural color gradient in the liquid content of the bottle, which is consistent with normal product appearance. No breaks or foreign contaminants are visible; this variation does not constitute a manufacturing defect.",,"[105, 141, 545, 770]",True,1,advisory,False,0.95,True,
datasets/MVTecAD/bottle/test/broken_large/010.png,broken_large,defect,1.0,True,,False,0.29253230000040276,39.878596500000185,"Detector flagged a defect. VLM disagrees; detector verdict retained. VLM opinion: The flagged region shows normal reflections on the glass surface; no cracks, chips, or foreign contaminants are visible. This appears to be a lighting artifact rather than a manufacturing defect.",,"[148, 169, 461, 517]",True,1,advisory,False,0.95,True,
datasets/MVTecAD/bottle/test/broken_large/011.png,broken_large,defect,0.8666844964027405,True,,False,0.2816984000000957,20.667279399999643,Detector flagged a defect. VLM disagrees; detector verdict retained. VLM opinion: The flagged region shows only surface reflections or lighting artifacts; no physical defects like cracks or contamination are visible in the bottle's glass.,,"[492, 179, 795, 587]",True,1,advisory,False,0.95,True,
datasets/MVTecAD/bottle/test/broken_large/012.png,broken_large,defect,0.804932713508606,True,,False,0.29369649999989633,17.929251699999895,"Detector flagged a defect. VLM disagrees; detector verdict retained. VLM opinion: The flagged region shows normal color variation in the liquid contents of the bottle, not a manufacturing defect. The glass structure appears intact with no cracks or foreign particles.",,"[204, 439, 759, 777]",True,1,advisory,False,0.95,True,
datasets/MVTecAD/bottle/test/broken_large/013.png,broken_large,defect,0.9106251001358032,True,,False,0.29099400000040987,18.94462560000011,"Detector flagged a defect. VLM disagrees; detector verdict retained. VLM opinion: The red box region shows the interior of the bottle filled with colored liquid; this is normal product content and not a manufacturing defect. The detector likely flagged color variation in the liquid as anomalous, but no physical defects (broken or contamination) are present.",,"[112, 260, 791, 826]",True,1,advisory,False,0.95,True,
datasets/MVTecAD/bottle/test/broken_large/014.png,broken_large,defect,0.9492777585983276,True,,False,0.2979560000003403,30.663687200000368,"Detector flagged a defect. VLM disagrees; detector verdict retained. VLM opinion: The flagged region shows natural light refraction and color gradients within the liquid or glass surface, which are typical optical effects in transparent containers. No foreign particles, cracks, or breaks are visible; this is a benign reflection pattern.",,"[229, 120, 812, 745]",True,1,advisory,False,0.95,True,
datasets/MVTecAD/bottle/test/broken_large/015.png,broken_large,defect,1.0,True,,False,0.28317340000012337,23.472753999999895,"Detector flagged a defect. VLM disagrees; detector verdict retained. VLM opinion: The flagged region shows normal color variation and reflections within the bottle's interior, consistent with manufacturing processes (e.g., glass coating or lighting effects). No cracks, breaks, or contamination are visible.",,"[397, 151, 791, 657]",True,1,advisory,False,0.95,True,
datasets/MVTecAD/bottle/test/broken_large/016.png,broken_large,defect,1.0,True,,False,0.30882210000027044,20.52174670000022,Detector flagged a defect. VLM disagrees; detector verdict retained. VLM opinion: The red-boxed region shows normal metallic surface reflections with no visible cracks or foreign contaminants; this appears to be a lighting artifact misidentified as an anomaly by the detector.,,"[102, 77, 728, 647]",True,1,advisory,False,0.95,True,
datasets/MVTecAD/bottle/test/broken_large/017.png,broken_large,defect,1.0,True,,False,0.2892123999999967,23.44467020000002,"Detector flagged a defect. VLM disagrees; detector verdict retained. VLM opinion: The flagged region shows normal color variations in the bottle's interior (likely from glass tint or liquid), with no visible cracks, fractures, or foreign particles indicating a manufacturing defect.",,"[172, 281, 809, 833]",True,1,advisory,False,0.95,True,
datasets/MVTecAD/bottle/test/broken_large/018.png,broken_large,defect,0.910128116607666,True,,False,0.2849129000001085,26.907579699999587,"Detector flagged a defect. VLM disagrees; detector verdict retained. VLM opinion: The flagged region shows normal glass surface reflections and liquid interface with no visible defects such as cracks, chips, or contamination. The detector likely flagged this due to lighting artifacts rather than a manufacturing issue.",,"[320, 134, 788, 636]",True,1,advisory,False,0.95,True,
datasets/MVTecAD/bottle/test/broken_large/019.png,broken_large,defect,0.9599275588989258,True,,False,0.3241806999999426,43.84972919999973,"Detector flagged a defect. VLM disagrees; detector verdict retained. VLM opinion: The flagged regions (both large and small) appear to be normal variations in the bottle's interior surface or lighting reflections, with no visible breaks, cracks, or contamination.",,"[338, 169, 819, 798]",True,2,advisory,False,0.95,True,
datasets/MVTecAD/bottle/test/broken_large/020.png,broken_large,defect,1.0,True,,False,0.3062494999999217,28.460489600000074,"Detector flagged a defect. VLM disagrees; detector verdict retained. VLM opinion: The red box region shows the interior of a bottle with liquid exhibiting natural color gradients (likely intentional product coloring). No foreign contaminants, cracks, or breaks are visible; this is consistent with normal product appearance.",,"[123, 155, 626, 805]",True,1,advisory,False,0.95,True,
datasets/MVTecAD/bottle/test/broken_small/006.png,broken_small,defect,0.9310705661773682,True,contamination,False,0.32631809999975303,29.488438899999892,"Detector flagged a defect. VLM opinion: The flagged region shows a small area of discoloration or residue on the bottle's interior surface, consistent with contamination. This is located near the top edge of the bottle opening.",,"[169, 236, 359, 478]",True,1,advisory,True,0.85,False,
datasets/MVTecAD/bottle/test/broken_small/007.png,broken_small,defect,0.6682188510894775,True,contamination,False,0.2852437000001373,24.535572899999806,"Detector flagged a defect. VLM opinion: The red box area contains a small foreign particle or residue adhered to the inner glass surface near the bottle's opening, consistent with contamination. This is visible as a distinct spot within the detector-proposed region.",,"[186, 475, 352, 675]",True,1,advisory,True,0.85,False,
datasets/MVTecAD/bottle/test/broken_small/008.png,broken_small,defect,0.7331597208976746,True,,False,0.3190892999996322,27.09015270000009,"Detector flagged a defect. VLM disagrees; detector verdict retained. VLM opinion: The flagged region shows only lighting reflections on the bottle surface, not a manufacturing defect. No foreign material or breaks are visible; this is a common artifact from camera capture.",,"[144, 380, 323, 643]",True,1,advisory,False,0.95,True,
datasets/MVTecAD/bottle/test/broken_small/009.png,broken_small,defect,1.0,True,contamination,False,0.29824980000012147,53.97654069999999,"Detector flagged a defect. VLM opinion: The red box area contains a glossy, reflective spot with color variations (likely foreign material) inside the bottle, indicating contamination. This is visible in the right quadrant of the bottle's interior.",,"[432, 169, 759, 531]",True,1,advisory,True,0.95,False,
datasets/MVTecAD/bottle/test/broken_small/010.png,broken_small,defect,1.0,True,contamination,False,0.29531360000009954,35.94761070000004,"Detector flagged a defect. VLM opinion: The image shows a small metallic fragment (likely contamination) inside the bottle's interior, visible within the detector-proposed region [159, 429, 393, 642]. This foreign material is inconsistent with the bottle's intended contents and indicates a manufacturing defect.",,"[186, 503, 461, 752]",True,1,advisory,True,0.95,False,
datasets/MVTecAD/bottle/test/broken_small/011.png,broken_small,defect,0.7772664427757263,True,contamination,False,0.3130644000002576,83.76757399999997,"Detector flagged a defect. VLM opinion: A small foreign particle is visible inside the bottle opening within the red box region [180, 468, 378, 648], indicating contamination.",,"[211, 548, 443, 759]",True,1,advisory,True,0.85,False,
datasets/MVTecAD/bottle/test/broken_small/012.png,broken_small,defect,0.8111242055892944,True,contamination,False,0.30719520000002376,29.93928939999978,"Detector flagged a defect. VLM opinion: The region [117, 315, 276, 558] shows a yellowish-brown deposit on the inner surface of the bottle component, indicating foreign material (contamination) rather than part of the intended design.",,"[137, 369, 323, 654]",True,1,advisory,True,0.85,False,
